length_title, length_content,images,videos, keywords,onWeekend,Relevancy,positive_words,negative_words, title_subjectivity, title_sentiments,wasShared
8,243,1,0,6,No,0.033335377,0.62962963,0.37037037,0,0,Yes
13,230,0,1,10,No,0.188797553,0.642857143,0.357142857,0.427272727,-0.131818182,NO
10,83,1,1,10,No,0.020167808,1,0,0.333333333,0.25,NO
12,200,1,0,9,No,0.022907318,0.818181818,0.181818182,0,0,Yes
11,537,1,0,7,No,0.02929306,0.6,0.4,0,0,Yes
10,144,1,0,6,No,0.033339349,0.833333333,0.166666667,0.3,0.2,Yes
11,395,0,1,10,No,0.020040229,0.722222222,0.277777778,0.1,0,Yes
10,419,1,0,8,No,0.404555763,0.866666667,0.133333333,0.454545455,0.136363636,NO
9,338,18,0,7,No,0.02864972,0.8125,0.1875,0.5,0.2,Yes
7,393,11,0,10,No,0.020139535,0.8,0.2,0,0,Yes
10,139,0,1,7,No,0.028618591,0.5,0.5,0.2,0.1,Yes
8,564,1,0,9,No,0.02222256,0.85,0.15,0.125,0,NO
9,132,4,0,8,No,0.371695951,0.666666667,0.333333333,0,0,Yes
8,1661,1,0,7,No,0.885655239,0.698275862,0.301724138,0,0,Yes
12,287,1,1,10,No,0.020001631,0.857142857,0.142857143,0,0,NO
11,653,1,1,9,No,0.022225046,0.7,0.3,0.621428571,-0.092857143,Yes
11,230,1,0,6,No,0.033381204,0.8,0.2,0.454545455,0.136363636,Yes
10,154,1,0,6,No,0.361145751,1,0,0,0,Yes
12,469,1,0,10,No,0.23209081,0.695652174,0.304347826,0,0,Yes
5,718,1,0,10,No,0.020001415,0.595238095,0.404761905,0,0,NO
9,104,0,9,7,No,0.02889089,1,0,0.327272727,0.118181818,Yes
8,270,1,0,6,No,0.700286721,0.714285714,0.285714286,0,0,Yes
6,989,13,3,8,No,0.230495212,0.666666667,0.333333333,0.4,0.1,Yes
14,2190,11,0,8,No,0.025000661,0.728205128,0.271794872,0.3,1,NO
10,108,1,1,9,No,0.022223166,1,0,0,0,Yes
7,166,1,0,10,No,0.02082263,0.642857143,0.357142857,0,0,Yes
9,97,1,0,7,No,0.029041141,0.8,0.2,0,0,Yes
9,369,0,16,6,No,0.033333537,0.777777778,0.222222222,0.375,-0.125,NO
15,174,1,0,7,No,0.028588104,0.923076923,0.076923077,0.454545455,0.136363636,Yes
10,285,0,1,6,No,0.033389565,0.777777778,0.222222222,0,0,NO
9,647,1,0,9,No,0.794738646,0.657894737,0.342105263,0.3,1,Yes
12,1583,1,0,9,No,0.022278837,0.74789916,0.25210084,0.4,-0.2,Yes
9,240,9,0,10,No,0.02056514,0.75,0.25,0,0,NO
10,677,1,0,6,No,0.337661993,0.829787234,0.170212766,0,0,Yes
10,1237,16,0,9,No,0.244354083,0.701754386,0.298245614,0.454545455,0.136363636,Yes
8,1746,1,0,10,No,0.80974288,0.752475248,0.247524752,0,0,Yes
11,427,1,0,8,No,0.15124081,0.961538462,0.038461538,0.427272727,0.168181818,Yes
11,196,1,0,9,No,0.02224729,0.882352941,0.117647059,0,0,Yes
10,1435,8,0,8,No,0.025031071,0.801652893,0.198347107,0,0,Yes
14,672,14,0,9,No,0.022222907,0.714285714,0.285714286,0,0,NO
8,1126,1,0,8,No,0.025000247,0.621621622,0.378378378,0,0,NO
13,285,0,0,9,No,0.022431155,0.647058824,0.352941176,0.642857143,0.214285714,Yes
8,350,0,21,6,No,0.033359718,0.5,0.5,0,0,NO
12,352,1,1,6,No,0.0333344,0.647058824,0.352941176,0,0,NO
9,389,1,0,6,No,0.6987792,0.866666667,0.133333333,0,0,Yes
8,780,1,0,10,No,0.020012916,0.85,0.15,0.4,-0.05,Yes
12,250,0,1,4,No,0.050000193,0.875,0.125,0,0,NO
9,155,1,0,7,No,0.030196294,0.833333333,0.166666667,0.5,0.5,Yes
13,241,0,1,9,No,0.022266688,0.846153846,0.153846154,0,0,Yes
11,1021,1,2,10,No,0.020308082,0.707692308,0.292307692,0.3125,-0.09375,Yes
8,613,0,11,7,No,0.028584056,0.851851852,0.148148148,0,0,Yes
10,142,14,0,7,No,0.028572222,0.625,0.375,0,0,Yes
9,125,0,1,9,No,0.022222485,0.857142857,0.142857143,0,0,Yes
12,460,0,17,10,No,0.020029915,0.592592593,0.407407407,0,0,NO
8,182,1,0,6,No,0.866625907,0.692307692,0.307692308,0,0,Yes
9,1079,1,0,8,No,0.799270638,0.75,0.25,0,0,Yes
8,367,11,0,8,No,0.02555898,0.736842105,0.263157895,0,0,NO
11,393,1,0,10,No,0.222508015,0.958333333,0.041666667,0,0,NO
7,277,1,0,7,No,0.028822204,0.764705882,0.235294118,0.3,0.2,Yes
12,634,1,0,9,No,0.13353779,0.583333333,0.416666667,0,0,Yes
12,732,11,0,6,No,0.033499577,0.75,0.25,0,0,Yes
9,232,1,0,6,No,0.033333815,0.733333333,0.266666667,0.4,0.25,NO
11,320,1,0,3,No,0.733331811,0.733333333,0.266666667,0.9,0.5,NO
9,610,1,0,7,No,0.457695248,0.65,0.35,0,0,Yes
13,989,10,0,1,No,0.2,0.75,0.25,0,0,NO
10,233,22,1,6,No,0.033334157,0.5,0.5,0,0,Yes
13,356,13,1,9,No,0.022273876,0.764705882,0.235294118,0,0,NO
7,168,10,0,7,No,0.028649449,0.428571429,0.571428571,0,0,Yes
12,165,1,0,6,No,0.701450216,0.75,0.25,0.333333333,0.194444444,Yes
15,215,1,1,6,No,0.033410768,1,0,0.5,0.5,Yes
10,456,1,0,10,No,0.117050435,0.681818182,0.318181818,0.3,0.2,NO
11,2691,2,0,5,No,0.405733529,0.724719101,0.275280899,0.454545455,0.136363636,NO
11,295,0,9,7,No,0.02857167,0.826086957,0.173913043,1,0.5,Yes
13,239,0,3,8,No,0.025005482,1,0,0,0,Yes
13,640,1,2,6,No,0.033357027,0.911764706,0.088235294,0.1,0.2,Yes
14,121,0,1,9,No,0.022237446,0.7,0.3,0,0,Yes
11,206,1,0,5,No,0.040001337,0.846153846,0.153846154,0.454545455,0.136363636,NO
9,788,1,0,8,No,0.025002334,0.657142857,0.342857143,0,0,NO
13,1015,0,26,6,No,0.033369077,0.530434783,0.469565217,0,0,Yes
11,80,0,0,7,No,0.028571593,1,0,0.4,0.125,NO
14,697,13,0,8,No,0.025052886,0.804878049,0.195121951,0.3,0.2,Yes
7,201,1,0,6,No,0.866654452,0.769230769,0.230769231,0.416666667,0.193181818,Yes
7,177,12,0,7,No,0.028571498,0.666666667,0.333333333,1,1,Yes
12,421,1,0,6,No,0.033420663,0.681818182,0.318181818,0.454545455,0.136363636,Yes
12,425,0,7,8,No,0.025002652,0.647058824,0.352941176,0,0,Yes
12,431,1,0,9,No,0.022792104,0.666666667,0.333333333,0.2,-0.15,Yes
11,203,0,1,6,No,0.033343091,0.714285714,0.285714286,0.4,-0.2,Yes
12,113,0,0,10,No,0.020191267,0.857142857,0.142857143,0.375,-0.125,NO
8,962,0,1,10,No,0.020985337,0.764705882,0.235294118,0.2,0.3,Yes
9,745,1,0,9,No,0.022222985,0.631578947,0.368421053,0.125,0,Yes
10,734,19,1,5,No,0.040002805,0.722222222,0.277777778,0.5,0.4,NO
8,371,15,1,7,No,0.028571625,0.6875,0.3125,0,0,NO
11,212,1,1,10,No,0.020001277,1,0,0,0,NO
12,541,1,0,9,No,0.022233125,0.518518519,0.481481481,0,0,Yes
8,402,1,0,5,No,0.040148548,0.708333333,0.291666667,0,0,NO
6,750,1,0,5,No,0.839999351,0.610169492,0.389830508,0,0,NO
14,529,12,1,9,No,0.022222472,0.621621622,0.378378378,0.125,0,NO
8,1174,10,0,8,No,0.504047702,0.767857143,0.232142857,0,0,NO
11,762,1,0,5,No,0.839712592,0.707317073,0.292682927,0.7,-0.4,Yes
8,417,1,0,7,No,0.74187896,0.608695652,0.391304348,0,0,NO
14,375,1,0,9,No,0.134440314,0.608695652,0.391304348,0,0,NO
6,387,0,4,5,No,0.359503486,0.818181818,0.181818182,0,0,Yes
7,1590,1,0,8,No,0.025651396,0.85106383,0.14893617,0,0,Yes
7,621,1,0,8,No,0.899766321,0.755102041,0.244897959,0,0,Yes
7,919,1,0,8,No,0.025255715,0.694117647,0.305882353,0.416666667,0.166666667,Yes
8,115,1,0,6,No,0.03334425,0.666666667,0.333333333,0.75,0.4,NO
8,333,1,1,9,No,0.355379848,0.866666667,0.133333333,0,0,NO
7,536,1,1,9,No,0.24746577,0.84,0.16,0,0,Yes
9,464,28,0,5,No,0.04000009,0.363636364,0.636363636,1,0.5,Yes
10,350,1,0,8,No,0.8995452,0.75,0.25,0,0,Yes
11,299,1,0,9,No,0.138716358,0.85,0.15,0.3,1,NO
9,243,1,0,4,No,0.421781781,0.666666667,0.333333333,0,0,NO
9,320,1,0,4,No,0.415856992,0.8,0.2,0.45,0.35,NO
12,1026,13,0,7,No,0.028578061,0.793103448,0.206896552,0.616666667,0.316666667,Yes
10,505,1,1,4,No,0.050004726,0.523809524,0.476190476,0.2,-0.1,Yes
10,267,14,1,7,No,0.219146486,0.888888889,0.111111111,0,0,Yes
7,278,0,21,4,No,0.050003476,0.433333333,0.566666667,0.3,-0.5,NO
9,640,1,0,10,No,0.919999635,0.951219512,0.048780488,0.25,0.25,NO
13,1707,11,2,10,No,0.020006762,0.684210526,0.315789474,0.05,0.1,Yes
9,632,1,0,7,No,0.028822468,0.864864865,0.135135135,0,0,NO
11,374,1,0,6,No,0.866539577,0.588235294,0.411764706,0,0,Yes
10,459,1,0,6,No,0.033333727,0.724137931,0.275862069,0.666666667,0.375,NO
10,632,1,0,10,No,0.020012135,0.692307692,0.307692308,0,0,Yes
7,860,10,0,9,No,0.022254691,0.558139535,0.441860465,0,0,Yes
9,2208,32,0,7,No,0.029389169,0.687861272,0.312138728,0.5,0.5,NO
15,506,1,0,10,No,0.277031901,0.826086957,0.173913043,0.5,-0.5,NO
12,405,0,0,8,No,0.025240778,0.555555556,0.444444444,0.35,-0.05,Yes
10,1260,1,0,10,No,0.799970064,0.805970149,0.194029851,0.4,-0.25,Yes
10,406,1,0,10,No,0.020124877,0.791666667,0.208333333,0.454545455,0.136363636,Yes
12,654,22,0,6,No,0.033335116,0.451612903,0.548387097,0,0,NO
11,273,0,11,6,No,0.204243645,0.782608696,0.217391304,0,0,NO
14,351,0,21,8,No,0.410452734,0.580645161,0.419354839,0.434848485,0.128787879,NO
10,321,1,0,7,No,0.029671599,0.6,0.4,0,0,NO
8,806,1,0,8,No,0.025657605,0.774193548,0.225806452,1,0,Yes
12,408,1,0,9,No,0.246393424,0.928571429,0.071428571,0.4,0.4,Yes
9,122,1,0,6,No,0.033809367,0.666666667,0.333333333,0,0,Yes
11,655,1,0,6,No,0.86531913,0.736842105,0.263157895,0.5,0.5,NO
12,478,1,6,10,No,0.020291335,0.684210526,0.315789474,1,0,NO
14,134,0,1,7,No,0.028572104,0.6,0.4,0.6,0.5,Yes
13,191,0,1,10,No,0.020045537,0.461538462,0.538461538,0.45,-0.033333333,Yes
8,566,1,4,10,No,0.020001436,0.743589744,0.256410256,0,0,NO
9,385,1,0,10,No,0.020000425,0.555555556,0.444444444,0.7,-0.6,NO
13,203,1,0,8,No,0.025007758,0.777777778,0.222222222,0,0,NO
9,1587,1,0,8,No,0.774387077,0.908163265,0.091836735,0.1,0.15,Yes
10,578,14,0,8,No,0.332897659,0.5625,0.4375,1,0.05,Yes
11,586,1,0,6,No,0.866666122,0.886792453,0.113207547,0,0,Yes
10,1157,11,1,10,No,0.020291773,0.547619048,0.452380952,0.7,-0.2,NO
9,381,1,0,7,No,0.028571864,0.846153846,0.153846154,1,1,Yes
13,1368,12,3,7,No,0.028739352,0.6,0.4,0.454545455,0.136363636,NO
9,420,1,0,10,No,0.462225845,0.548387097,0.451612903,0.5,0.5,NO
12,634,1,0,6,No,0.680831813,0.676470588,0.323529412,0.5,0.5,NO
12,495,11,1,8,No,0.025022291,0.617647059,0.382352941,0.5,0.5,NO
7,738,3,3,8,No,0.025858668,0.896551724,0.103448276,0.15,0.5,Yes
11,111,0,1,6,No,0.202126941,0.8,0.2,0,0,NO
13,677,1,0,9,No,0.022231189,0.837837838,0.162162162,0.75,0.3,NO
14,643,1,0,4,No,0.050003231,0.788461538,0.211538462,0.7,0.566666667,Yes
11,605,1,0,10,No,0.220762707,0.72972973,0.27027027,0.05,0.1,Yes
11,362,17,0,7,No,0.028574021,0.8,0.2,0.3,1,Yes
10,640,1,0,5,No,0.39313417,0.909090909,0.090909091,0.066666667,0.033333333,Yes
8,240,20,0,7,No,0.028587994,0.9,0.1,0.5,0.25,NO
14,302,3,1,10,No,0.020000157,0.842105263,0.157894737,0.333333333,0.25,Yes
8,434,1,0,6,No,0.866653262,0.714285714,0.285714286,0,0,Yes
12,360,1,0,6,No,0.227147846,0.857142857,0.142857143,0.454545455,0.136363636,NO
10,949,15,1,6,No,0.033337435,0.793103448,0.206896552,1,-1,Yes
13,363,1,0,5,No,0.041539439,0.76,0.24,0.333333333,0.25,NO
11,335,1,0,8,No,0.149291384,0.789473684,0.210526316,0.454545455,0.136363636,Yes
8,556,1,0,7,No,0.030554065,0.75,0.25,0,0,NO
10,861,9,0,5,No,0.837874503,0.679245283,0.320754717,1,0.5,Yes
12,113,0,0,9,No,0.177159304,1,0,0.375,-0.125,NO
7,1682,1,0,9,No,0.022223241,0.746987952,0.253012048,0,0,NO
11,337,1,1,7,No,0.028580125,0.736842105,0.263157895,0.9,0.6,NO
12,385,1,0,7,No,0.109960675,0.681818182,0.318181818,0,0,NO
12,506,1,0,4,No,0.050004726,0.55,0.45,0,0,Yes
11,243,1,0,10,No,0.790073823,0.888888889,0.111111111,0.2,0.1,NO
10,82,1,0,7,No,0.028999077,0.4,0.6,0.5,0.5,Yes
9,452,8,1,3,No,0.066932315,0.615384615,0.384615385,0,0,Yes
10,183,1,0,6,No,0.033445663,0.769230769,0.230769231,0,0,NO
13,1191,20,0,4,No,0.050004725,0.676056338,0.323943662,0.375,-0.125,NO
10,181,11,0,5,No,0.040002603,0.714285714,0.285714286,1,0.25,Yes
12,445,10,0,3,No,0.066669206,0.764705882,0.235294118,0,0,Yes
10,683,1,0,9,No,0.022790778,0.811320755,0.188679245,0.318181818,0.128787879,Yes
11,226,1,1,10,No,0.020045143,0.909090909,0.090909091,0.9,0.1,Yes
10,533,1,0,9,No,0.022223002,0.777777778,0.222222222,0,0,NO
10,85,1,1,7,No,0.028571502,1,0,0,0,NO
10,303,1,0,6,No,0.703070644,0.727272727,0.272727273,0,0,Yes
10,191,1,0,5,No,0.04000255,0.875,0.125,0,0,Yes
13,158,1,0,5,No,0.641748748,1,0,0.454545455,0.136363636,NO
13,358,1,0,8,No,0.025009146,0.888888889,0.111111111,0,0,Yes
12,558,1,1,7,No,0.028623858,0.631578947,0.368421053,0,0,Yes
6,254,11,0,9,No,0.022344416,0.733333333,0.266666667,0,0,Yes
13,231,1,0,4,No,0.299940782,0.666666667,0.333333333,0,0,Yes
11,190,0,2,8,No,0.025001085,0.923076923,0.076923077,0,0,Yes
9,645,1,0,8,No,0.025000591,0.64,0.36,0.725,-0.175,Yes
13,1078,1,13,5,No,0.040006712,0.736263736,0.263736264,0.4,-0.05,Yes
8,733,1,0,8,No,0.64801955,0.8,0.2,0.454545455,0.136363636,Yes
11,690,16,1,7,No,0.028571979,0.575757576,0.424242424,0.5,0.5,NO
8,785,1,0,9,No,0.267461334,0.785714286,0.214285714,0.2,0.2,NO
9,647,1,0,6,No,0.214630316,0.794871795,0.205128205,0,0,NO
7,446,1,1,9,No,0.91094022,0.897435897,0.102564103,0,0.3,Yes
10,387,1,0,7,No,0.600621992,0.7,0.3,0.5,0.5,Yes
10,455,1,1,10,No,0.020023295,0.5,0.5,0,0,Yes
13,255,1,0,7,No,0.169946938,0.555555556,0.444444444,0.288888889,-0.155555556,Yes
11,435,1,0,10,No,0.183976399,0.863636364,0.136363636,0.477272727,0.193181818,Yes
8,413,1,0,6,No,0.034607298,0.733333333,0.266666667,0,0,NO
8,819,1,0,9,No,0.619114944,0.695652174,0.304347826,0,0,Yes
8,379,1,0,5,No,0.640414134,0.7,0.3,0,0,Yes
10,923,10,0,7,No,0.028572966,0.651685393,0.348314607,0,0,Yes
9,528,11,1,6,No,0.033333557,0.620689655,0.379310345,0,0,Yes
8,381,22,0,6,No,0.033333543,0.625,0.375,0,0,Yes
10,316,0,0,10,No,0.451875146,0.75,0.25,0.033333333,0.016666667,Yes
10,274,1,0,6,No,0.033335574,0.545454545,0.454545455,0.3,-0.55,NO
10,270,0,1,10,No,0.020108032,0.833333333,0.166666667,0,0,NO
9,178,1,0,6,No,0.03333407,0,1,0,0,Yes
9,348,1,0,9,No,0.022355151,0.533333333,0.466666667,0,0,NO
9,1375,25,0,7,No,0.467087967,0.714285714,0.285714286,0.727272727,0.068181818,Yes
8,822,0,1,7,No,0.028583123,0.711111111,0.288888889,0.1,0,Yes
8,429,1,0,9,No,0.133374219,0.555555556,0.444444444,0.1,0.2,NO
10,505,12,1,6,No,0.033338992,0.714285714,0.285714286,0,0,Yes
9,154,0,0,6,No,0.310457913,0.928571429,0.071428571,0.066666667,0.033333333,Yes
9,734,1,0,3,No,0.732363474,0.866666667,0.133333333,0,0,Yes
11,304,1,0,8,No,0.897947621,0.769230769,0.230769231,0,0,Yes
14,116,0,0,9,No,0.67252935,1,0,0.375,-0.125,NO
11,327,1,0,7,Yes,0.162672628,0.928571429,0.071428571,0,0,Yes
13,281,0,1,9,Yes,0.02226535,0.8,0.2,0.377272727,0.568181818,Yes
12,552,1,0,9,Yes,0.801330539,0.777777778,0.222222222,0,0,Yes
9,304,1,0,5,Yes,0.839989768,0.708333333,0.291666667,0,0,Yes
10,0,8,0,7,Yes,0.029842551,0,0,0.5,0.25,NO
9,234,1,0,7,Yes,0.356904994,0.625,0.375,0.2,0.2,Yes
10,238,23,0,9,Yes,0.022352317,0.666666667,0.333333333,1,0.5,Yes
11,337,0,0,10,Yes,0.020343624,0.777777778,0.222222222,0.35,0.35,Yes
13,324,1,0,10,Yes,0.122304982,0.75,0.25,0,0,Yes
10,681,0,0,4,Yes,0.050000424,0.785714286,0.214285714,0.525,0.6875,Yes
9,517,1,0,10,Yes,0.020134992,0.405405405,0.594594595,0.4,-0.3,NO
8,1920,1,0,7,Yes,0.029397539,0.503649635,0.496350365,0.55,0.45,Yes
11,947,21,1,9,Yes,0.022222568,0.661971831,0.338028169,0.5,0.5,Yes
8,78,0,0,7,Yes,0.028571557,0.571428571,0.428571429,0.5,0.25,NO
11,558,11,0,5,Yes,0.246304315,0.53125,0.46875,0.454545455,0.136363636,Yes
13,307,1,0,10,Yes,0.020068707,0.958333333,0.041666667,0.454545455,0.136363636,Yes
12,746,27,1,7,Yes,0.028571885,0.818181818,0.181818182,0.727272727,-0.181818182,Yes
6,791,11,0,5,Yes,0.040397674,0.706896552,0.293103448,0.5,0.5,Yes
9,459,9,0,5,Yes,0.04172053,0.631578947,0.368421053,0.4375,0.1875,Yes
7,452,1,0,9,Yes,0.377291664,0.533333333,0.466666667,0,0,Yes
9,915,1,0,10,Yes,0.91987148,0.704225352,0.295774648,0.5,0.5,Yes
11,440,1,0,9,Yes,0.022239314,0.736842105,0.263157895,0,0,Yes
12,1281,13,1,7,Yes,0.028572964,0.487179487,0.512820513,0.452272727,0.080681818,Yes
9,185,0,1,10,Yes,0.020051513,0.7,0.3,0.9,0.3,NO
9,421,8,0,8,Yes,0.025020528,0.821428571,0.178571429,0,0,Yes
11,483,6,3,9,Yes,0.022359207,0.8,0.2,0,0,Yes
10,420,15,1,6,Yes,0.03333473,0.65625,0.34375,0.6,0,NO
14,126,0,1,9,Yes,0.022223131,0.5,0.5,0.4,0.1,Yes
8,780,1,0,10,Yes,0.615358875,0.805555556,0.194444444,0.25,0.25,Yes
12,518,14,0,9,Yes,0.022246103,0.655172414,0.344827586,0.184848485,0.028787879,Yes
11,1218,11,0,9,Yes,0.248272591,0.853333333,0.146666667,0,0,Yes
8,185,0,1,7,Yes,0.028665279,0.857142857,0.142857143,0.75,0.4,Yes
9,1067,0,11,8,Yes,0.025230789,0.738636364,0.261363636,0.357142857,0,Yes
12,756,7,0,9,Yes,0.022814922,0.763636364,0.236363636,0.8,-0.05,Yes
10,215,7,1,10,Yes,0.020002228,0.666666667,0.333333333,0,0,Yes
7,135,12,0,9,Yes,0.022222394,0.4,0.6,0.5,0.25,NO
12,1022,1,0,6,Yes,0.866590551,0.789473684,0.210526316,0.75,0.375,Yes
12,723,1,0,9,Yes,0.022606957,0.694444444,0.305555556,0,0,Yes
9,220,24,0,7,Yes,0.029806712,1,0,1,0.75,Yes
9,1894,1,0,8,Yes,0.14640446,0.585106383,0.414893617,0.3,-0.5,Yes
11,311,36,0,10,Yes,0.020000303,0.6875,0.3125,0.518181818,0.262121212,Yes
9,228,1,2,10,Yes,0.91909258,0.875,0.125,0,0,Yes
11,761,8,0,9,Yes,0.022246138,0.87804878,0.12195122,0,0,Yes
10,327,15,0,10,Yes,0.020206026,0.75862069,0.24137931,0.725,0.5,NO
11,891,1,1,7,Yes,0.475173292,0.780821918,0.219178082,0,0,Yes
11,534,0,0,9,Yes,0.022303562,0.923076923,0.076923077,0.65,0.35,Yes
11,1093,8,0,5,Yes,0.639572821,0.704918033,0.295081967,0,0,Yes
14,383,0,1,8,Yes,0.025042786,0.6,0.4,0.3,1,NO
14,539,0,1,10,Yes,0.020088268,0.666666667,0.333333333,0,0,Yes
11,156,9,1,9,Yes,0.022222327,1,0,0.5,0.375,NO
12,1855,1,1,3,Yes,0.733296668,0.605769231,0.394230769,0.25,0.15,Yes
12,599,1,0,6,No,0.033334422,0.730769231,0.269230769,0.666666667,-0.7,Yes
12,439,1,10,9,No,0.022250507,0.777777778,0.222222222,0.3875,-0.2125,Yes
11,414,0,1,9,No,0.022307106,0.705882353,0.294117647,0,0,NO
12,224,0,2,6,No,0.24988608,0.875,0.125,0.5,0.1875,Yes
8,466,10,0,7,No,0.88548416,0.731707317,0.268292683,1,1,Yes
7,700,1,0,9,No,0.602412754,0.75,0.25,0,0,Yes
9,274,1,0,6,No,0.660520314,0.571428571,0.428571429,0,0,NO
12,535,6,0,10,No,0.020000663,0.729166667,0.270833333,0,0,Yes
11,153,4,1,8,No,0.025063161,0.166666667,0.833333333,0.65,0.35,Yes
8,333,1,1,7,No,0.167951376,0.75,0.25,0.75,0.55,Yes
10,197,20,1,7,No,0.028601574,0.8,0.2,0.25,0.125,NO
6,671,1,0,5,No,0.839998618,0.87804878,0.12195122,1,0.5,Yes
13,350,0,1,10,No,0.02001737,0.705882353,0.294117647,0,0,Yes
9,450,1,0,6,No,0.865573578,0.95,0.05,0,0,Yes
11,105,0,0,9,No,0.702539418,1,0,0.375,-0.125,NO
11,83,1,0,8,No,0.650333037,0.636363636,0.363636364,0.433333333,0,NO
12,271,20,1,9,No,0.022222961,0.571428571,0.428571429,0,0,Yes
8,282,1,0,5,No,0.839841928,0.625,0.375,0,0,Yes
7,178,1,0,8,No,0.025023304,0.875,0.125,0,0,Yes
9,309,19,1,7,No,0.02857149,0.769230769,0.230769231,0.75,0.375,NO
13,1194,14,0,8,No,0.025003768,0.660377358,0.339622642,0.1,0,Yes
13,532,14,0,5,No,0.040002235,0.523809524,0.476190476,0,0,Yes
11,543,23,0,6,No,0.033410819,0.818181818,0.181818182,0.25,0.25,Yes
7,788,1,0,6,No,0.71905077,0.785714286,0.214285714,0.4,0,NO
8,2387,2,0,6,No,0.323201827,0.74375,0.25625,0,0,NO
13,594,22,1,7,No,0.028572437,0.454545455,0.545454545,0.666666667,-0.5,NO
9,2009,1,0,6,No,0.033333511,0.673469388,0.326530612,0.454545455,0.136363636,NO
11,956,1,0,8,No,0.779825243,0.807017544,0.192982456,0.1,0,Yes
11,243,1,0,6,No,0.865919581,0.894736842,0.105263158,0.158333333,0.016666667,NO
9,781,16,0,5,No,0.839999449,0.915254237,0.084745763,0.333333333,0.25,NO
10,622,15,0,7,No,0.510330179,0.863636364,0.136363636,0.5,0.5,Yes
10,175,1,0,7,No,0.339652548,0.833333333,0.166666667,0.05,0,NO
8,1022,11,0,9,No,0.022850206,0.734693878,0.265306122,0,0,Yes
11,748,1,0,8,No,0.025000223,0.622222222,0.377777778,0,0,NO
11,154,18,1,7,No,0.028574131,0.555555556,0.444444444,0.65,-0.416666667,Yes
8,710,1,0,9,No,0.02226747,0.634146341,0.365853659,0,0,Yes
7,352,1,0,10,No,0.266464731,0.75862069,0.24137931,0,0,NO
10,470,0,1,6,No,0.033334494,0.785714286,0.214285714,0.8,-0.7,NO
12,891,0,16,9,No,0.910403245,0.816326531,0.183673469,0,0,Yes
8,189,12,0,6,No,0.033334114,0.625,0.375,0.25,0.25,Yes
13,309,1,1,6,No,0.033334637,0.80952381,0.19047619,0.95,0.55,NO
8,622,11,0,10,No,0.020049576,0.909090909,0.090909091,0.571428571,0.207142857,Yes
8,811,9,0,6,No,0.215105235,0.5,0.5,0,0,Yes
9,207,10,1,5,No,0.040471431,0.846153846,0.153846154,0,0,Yes
8,331,0,0,8,No,0.372619061,0.789473684,0.210526316,0.7,-0.4,Yes
11,546,1,0,10,No,0.820622037,0.745098039,0.254901961,0.066666667,0.033333333,Yes
12,613,1,0,9,No,0.022230977,0.769230769,0.230769231,0.5,0.5,NO
8,143,1,0,10,No,0.020000779,0.8,0.2,0.9,0.4,NO
11,581,10,1,8,No,0.025000257,0.769230769,0.230769231,0,0,NO
12,221,10,0,7,No,0.02857373,0.785714286,0.214285714,0.666666667,0.333333333,Yes
10,485,1,0,10,No,0.020041415,0.441176471,0.558823529,0,0,NO
10,179,0,2,8,No,0.02500076,0.818181818,0.181818182,1,0,NO
11,645,1,0,4,No,0.799756678,0.607142857,0.392857143,0,0,NO
7,1723,1,0,7,No,0.730486706,0.677419355,0.322580645,0.4,0.1,Yes
17,503,1,0,10,No,0.648025033,0.709677419,0.290322581,0.25,-0.15,NO
8,211,1,0,7,No,0.885638886,0.933333333,0.066666667,1,0,Yes
11,305,1,0,5,No,0.439185613,0.666666667,0.333333333,0.8,0.4,Yes
11,792,15,1,9,No,0.022317566,0.586206897,0.413793103,0,0,Yes
10,163,0,0,10,No,0.020012001,0.416666667,0.583333333,0,0,NO
11,668,90,0,10,No,0.020000153,0.571428571,0.428571429,0.875,-0.0625,Yes
9,597,1,0,8,No,0.025048286,0.833333333,0.166666667,0.9,0.4,Yes
10,596,15,1,7,No,0.028720893,0.8,0.2,0.5,0.136363636,NO
11,467,17,0,7,No,0.028572711,0.782608696,0.217391304,0,0,Yes
8,1421,1,2,5,No,0.33870582,0.740384615,0.259615385,0,0,Yes
14,892,1,0,6,No,0.552000495,0.648148148,0.351851852,0.366666667,-0.25,NO
11,576,1,0,10,No,0.746743039,0.568181818,0.431818182,0.454545455,0.136363636,NO
10,1237,1,0,5,No,0.839662251,0.848484848,0.151515152,0,0,Yes
11,563,29,0,9,No,0.689135064,0.592592593,0.407407407,0.75,0.375,NO
12,1058,1,0,10,No,0.919915736,0.637681159,0.362318841,0.5,-0.25,Yes
11,1355,1,2,8,No,0.899592038,0.781609195,0.218390805,0,0,Yes
10,511,16,1,6,No,0.033335611,0.35483871,0.64516129,1,-0.5,NO
9,600,23,0,8,No,0.025029962,0.658536585,0.341463415,0,0,Yes
11,134,1,1,6,No,0.86586816,0.833333333,0.166666667,0,0,Yes
13,114,1,0,8,No,0.025625996,0.75,0.25,0.5,0.2,Yes
13,1041,1,0,7,No,0.028868359,0.779661017,0.220338983,0,0,Yes
9,411,1,0,10,No,0.020312675,0.64,0.36,0,0,NO
11,178,7,0,7,No,0.028649558,0.727272727,0.272727273,1,0.5,Yes
8,219,1,0,7,No,0.262321573,0.888888889,0.111111111,0.5,0,NO
12,221,0,1,5,No,0.611381786,0.733333333,0.266666667,0,0,NO
